village_id,ndvi_2019,ndvi_2024,ndvi_delta,ndvi_delta_abs
VIL025111,0.7263,0.6714,-0.0549,0.0549
VIL025112,0.2989,0.2516,-0.0472,0.0472
VIL025113,0.6489,0.5255,-0.1234,0.1234
VIL025114,0.2131,0.2688,0.0558,0.0558
VIL025115,0.341,0.3822,0.0412,0.0412
VIL025116,0.2933,0.3989,0.1056,0.1056
VIL025117,0.3314,0.1665,-0.1649,0.1649
VIL025118,0.7395,0.8081,0.0686,0.0686
VIL025119,0.558,0.6339,0.0759,0.0759
VIL025120,0.3673,0.2476,-0.1197,0.1197
VIL025121,0.281,0.1749,-0.106,0.106
VIL025122,0.6831,0.7547,0.0717,0.0717
VIL025123,0.2302,0.3437,0.1135,0.1135
VIL025124,0.5315,0.5438,0.0122,0.0122
VIL025125,0.2927,0.3027,0.01,0.01
VIL025126,0.4973,0.5203,0.0229,0.0229
VIL025127,0.5497,0.515,-0.0347,0.0347
VIL025128,0.4407,0.5524,0.1118,0.1118
VIL025129,0.4839,0.5494,0.0655,0.0655
VIL025130,0.2705,0.3779,0.1075,0.1075
VIL025131,0.7486,0.794,0.0455,0.0455
VIL025132,0.4733,0.6262,0.1529,0.1529
VIL025133,0.5147,0.5676,0.0529,0.0529
VIL025134,0.3077,0.2749,-0.0327,0.0327
VIL025135,0.3106,0.3158,0.0052,0.0052
VIL025136,0.5698,0.5864,0.0166,0.0166
VIL025137,0.5629,0.5599,-0.003,0.003
VIL025138,0.5307,0.549,0.0183,0.0183
VIL025139,0.2646,0.308,0.0434,0.0434
VIL025140,0.6224,0.5653,-0.0571,0.0571
VIL025141,0.2367,0.3397,0.1029,0.1029
VIL025142,0.3232,0.3505,0.0274,0.0274
VIL025143,0.6772,0.6505,-0.0267,0.0267
VIL025144,0.5336,0.4733,-0.0603,0.0603
VIL025145,0.3013,0.3527,0.0515,0.0515
VIL025146,0.4253,0.3129,-0.1124,0.1124
VIL025147,0.2028,0.1682,-0.0345,0.0345
VIL025148,0.3669,0.4896,0.1227,0.1227
VIL025149,0.2776,0.3829,0.1053,0.1053
VIL025150,0.4962,0.5075,0.0113,0.0113
VIL025151,0.5216,0.4479,-0.0736,0.0736
VIL025152,0.7228,0.7433,0.0206,0.0206
VIL025153,0.6171,0.6425,0.0253,0.0253
VIL025154,0.5593,0.6472,0.0879,0.0879
VIL025155,0.6783,0.775,0.0967,0.0967
VIL025156,0.5306,0.4686,-0.062,0.062
VIL025157,0.6663,0.646,-0.0203,0.0203
VIL025158,0.4348,0.4086,-0.0262,0.0262
VIL025159,0.7447,0.81,0.0652,0.0652
VIL025160,0.4212,0.4944,0.0732,0.0732
VIL025161,0.498,0.6087,0.1106,0.1106
VIL025162,0.6122,0.6835,0.0714,0.0714
VIL025163,0.3431,0.3869,0.0438,0.0438
VIL025164,0.3167,0.3595,0.0429,0.0429
VIL025165,0.6072,0.5726,-0.0347,0.0347
VIL025166,0.5376,0.6895,0.1519,0.1519
VIL025167,0.3098,0.4443,0.1345,0.1345
VIL025168,0.5981,0.565,-0.0331,0.0331
VIL025169,0.5331,0.4549,-0.0782,0.0782
VIL025170,0.5013,0.6499,0.1486,0.1486
VIL025171,0.4611,0.5981,0.137,0.137
VIL025172,0.4997,0.4605,-0.0393,0.0393
VIL025173,0.4448,0.4464,0.0016,0.0016
VIL025174,0.6221,0.5878,-0.0343,0.0343
VIL025175,0.694,0.7222,0.0282,0.0282
VIL025176,0.2272,0.1587,-0.0685,0.0685
VIL025177,0.6105,0.4807,-0.1297,0.1297
VIL025178,0.345,0.4545,0.1096,0.1096
VIL025179,0.3038,0.3318,0.0281,0.0281
VIL025180,0.3843,0.4752,0.0909,0.0909
VIL025181,0.5328,0.4892,-0.0436,0.0436
VIL025182,0.2103,0.1637,-0.0466,0.0466
VIL025183,0.5323,0.6108,0.0785,0.0785
VIL025184,0.6935,0.6528,-0.0407,0.0407
VIL025185,0.2457,0.325,0.0793,0.0793
VIL025186,0.6845,0.6169,-0.0676,0.0676
VIL025187,0.5906,0.6072,0.0167,0.0167
VIL025188,0.2689,0.219,-0.0498,0.0498
VIL025189,0.5289,0.472,-0.0569,0.0569
VIL025190,0.6953,0.736,0.0407,0.0407
VIL025191,0.2693,0.4178,0.1485,0.1485
VIL025192,0.4569,0.4948,0.0379,0.0379
VIL025193,0.6384,0.5663,-0.0722,0.0722
VIL025194,0.7048,0.6832,-0.0216,0.0216
VIL025195,0.4913,0.4486,-0.0427,0.0427
VIL025196,0.7388,0.7247,-0.014,0.014
VIL025197,0.2067,0.2106,0.0039,0.0039
VIL025198,0.208,0.2872,0.0792,0.0792
VIL025199,0.3811,0.4843,0.1032,0.1032
VIL025200,0.3946,0.3772,-0.0174,0.0174
VIL025201,0.3243,0.2998,-0.0245,0.0245
VIL025202,0.5577,0.6684,0.1107,0.1107
VIL025203,0.6253,0.7547,0.1294,0.1294
VIL025204,0.4019,0.5191,0.1172,0.1172
VIL025205,0.2675,0.2694,0.0019,0.0019
VIL025206,0.333,0.4063,0.0733,0.0733
VIL025207,0.4623,0.4755,0.0132,0.0132
VIL025208,0.3491,0.3082,-0.0409,0.0409
VIL025209,0.7286,0.7944,0.0657,0.0657
VIL025210,0.58,0.502,-0.0779,0.0779
VIL025211,0.2898,0.4089,0.1191,0.1191
VIL025212,0.6664,0.7018,0.0354,0.0354
VIL025213,0.3601,0.5254,0.1654,0.1654
VIL025214,0.5306,0.5867,0.0561,0.0561
VIL025215,0.7496,0.7662,0.0166,0.0166
VIL025216,0.3396,0.2136,-0.126,0.126
VIL025217,0.6453,0.6526,0.0072,0.0072
VIL025218,0.4944,0.5478,0.0534,0.0534
VIL025219,0.3513,0.2533,-0.098,0.098
VIL025220,0.7154,0.7186,0.0032,0.0032
VIL025221,0.48,0.428,-0.052,0.052
VIL025222,0.346,0.349,0.003,0.003
VIL025223,0.4832,0.4156,-0.0675,0.0675
VIL025224,0.4651,0.4066,-0.0585,0.0585
VIL025225,0.4205,0.4124,-0.0081,0.0081
VIL025226,0.3326,0.2968,-0.0358,0.0358
VIL025227,0.4772,0.4338,-0.0434,0.0434
VIL025228,0.327,0.3227,-0.0043,0.0043
VIL025229,0.5451,0.5137,-0.0314,0.0314
VIL025230,0.2558,0.2039,-0.0519,0.0519
VIL025231,0.3411,0.325,-0.0161,0.0161
VIL025232,0.6061,0.5896,-0.0165,0.0165
VIL025233,0.3271,0.3836,0.0565,0.0565
VIL025234,0.2399,0.4064,0.1665,0.1665
VIL025235,0.5092,0.498,-0.0112,0.0112
VIL025236,0.4527,0.5476,0.0949,0.0949
VIL025237,0.3355,0.4127,0.0772,0.0772
VIL025238,0.7172,0.6803,-0.037,0.037
VIL025239,0.4861,0.7064,0.2203,0.2203
VIL025240,0.3462,0.2318,-0.1144,0.1144
VIL025241,0.4539,0.2603,-0.1935,0.1935
VIL025242,0.5482,0.7109,0.1627,0.1627
VIL025243,0.5087,0.5516,0.0428,0.0428
VIL025244,0.7086,0.7608,0.0522,0.0522
VIL025245,0.6652,0.5863,-0.0789,0.0789
VIL025246,0.5449,0.4249,-0.12,0.12
VIL025247,0.5915,0.5133,-0.0782,0.0782
VIL025248,0.2549,0.299,0.0441,0.0441
VIL025249,0.6774,0.6404,-0.037,0.037
VIL025250,0.6002,0.6698,0.0697,0.0697
VIL025251,0.2856,0.3586,0.073,0.073
VIL025252,0.4479,0.3253,-0.1227,0.1227
VIL025253,0.4198,0.3817,-0.0381,0.0381
VIL025254,0.475,0.645,0.17,0.17
VIL025255,0.3175,0.2645,-0.053,0.053
VIL025256,0.4754,0.3937,-0.0817,0.0817
VIL025257,0.46,0.5288,0.0688,0.0688
VIL025258,0.4254,0.4102,-0.0153,0.0153
VIL025259,0.3586,0.4606,0.1021,0.1021
VIL025260,0.6819,0.6215,-0.0604,0.0604
VIL025261,0.2587,0.1283,-0.1305,0.1305
VIL025262,0.6518,0.7764,0.1245,0.1245
VIL025263,0.7482,0.8295,0.0813,0.0813
VIL025264,0.5241,0.5338,0.0097,0.0097
VIL025265,0.6162,0.7446,0.1284,0.1284
VIL025266,0.3269,0.3774,0.0505,0.0505
VIL025267,0.3853,0.4592,0.0738,0.0738
VIL025268,0.6394,0.5971,-0.0424,0.0424
VIL025269,0.4949,0.5961,0.1012,0.1012
VIL025270,0.6304,0.5771,-0.0533,0.0533
VIL025271,0.5301,0.5203,-0.0097,0.0097
VIL025272,0.4741,0.5307,0.0566,0.0566
VIL025273,0.2559,0.282,0.0262,0.0262
VIL025274,0.2056,0.4187,0.2131,0.2131
VIL025275,0.425,0.3844,-0.0406,0.0406
VIL025276,0.6652,0.6838,0.0186,0.0186
VIL025277,0.4021,0.3438,-0.0583,0.0583
VIL025278,0.2116,0.2303,0.0187,0.0187
VIL025279,0.6581,0.5593,-0.0988,0.0988
VIL025280,0.4438,0.5541,0.1103,0.1103
VIL025281,0.2019,0.2019,-0.0,0.0
VIL025282,0.2034,0.1984,-0.0049,0.0049
VIL025283,0.4353,0.5645,0.1292,0.1292
VIL025284,0.6417,0.7678,0.1261,0.1261
VIL025285,0.5304,0.5962,0.0658,0.0658
VIL025286,0.3386,0.3306,-0.008,0.008
VIL025287,0.3906,0.4454,0.0548,0.0548
VIL025288,0.4145,0.5798,0.1653,0.1653
VIL025289,0.2943,0.3085,0.0142,0.0142
VIL025290,0.6846,0.7966,0.112,0.112
VIL025291,0.5562,0.5941,0.0379,0.0379
VIL025292,0.3115,0.3431,0.0316,0.0316
VIL025293,0.4139,0.5812,0.1673,0.1673
VIL025294,0.5277,0.5171,-0.0106,0.0106
VIL025295,0.5326,0.596,0.0634,0.0634
VIL025296,0.5919,0.5252,-0.0667,0.0667
VIL025297,0.2332,0.2569,0.0237,0.0237
VIL025298,0.4812,0.5574,0.0762,0.0762
VIL025299,0.6852,0.7301,0.045,0.045
VIL025300,0.5791,0.6399,0.0608,0.0608
VIL025301,0.6089,0.4944,-0.1145,0.1145
VIL025302,0.3647,0.4922,0.1276,0.1276
VIL025303,0.3483,0.4589,0.1106,0.1106
VIL025304,0.3958,0.5224,0.1266,0.1266
VIL025305,0.7399,0.6241,-0.1158,0.1158
VIL025306,0.3709,0.5071,0.1361,0.1361
VIL025307,0.4212,0.4633,0.0422,0.0422
VIL025308,0.3938,0.3218,-0.072,0.072
VIL025309,0.6442,0.7782,0.134,0.134
VIL025310,0.6792,0.7273,0.0481,0.0481
VIL025311,0.6221,0.5167,-0.1054,0.1054
VIL025312,0.2596,0.2863,0.0267,0.0267
VIL025313,0.2372,0.281,0.0439,0.0439
VIL025314,0.5136,0.5684,0.0548,0.0548
VIL025315,0.2187,0.2432,0.0245,0.0245
VIL025316,0.4587,0.5062,0.0474,0.0474
VIL025317,0.4363,0.6689,0.2327,0.2327
VIL025318,0.3451,0.5003,0.1552,0.1552
VIL025319,0.6277,0.8737,0.246,0.246
VIL025320,0.2425,0.2432,0.0007,0.0007
VIL025321,0.667,0.6889,0.0219,0.0219
VIL025322,0.7209,0.6654,-0.0555,0.0555
VIL025323,0.3046,0.2917,-0.013,0.013
VIL025324,0.4625,0.4719,0.0095,0.0095
VIL025325,0.3634,0.4723,0.1089,0.1089
VIL025326,0.745,0.6879,-0.0571,0.0571
VIL025327,0.2446,0.218,-0.0266,0.0266
VIL025328,0.3985,0.3015,-0.097,0.097
VIL025329,0.6623,0.7893,0.127,0.127
VIL025330,0.508,0.5507,0.0427,0.0427
VIL025331,0.2773,0.1932,-0.0841,0.0841
VIL025332,0.5551,0.4371,-0.118,0.118
VIL025333,0.3009,0.3175,0.0166,0.0166
VIL025334,0.4301,0.4567,0.0267,0.0267
VIL025335,0.7433,0.7745,0.0312,0.0312
VIL025336,0.2864,0.3365,0.0501,0.0501
VIL025337,0.7478,0.7911,0.0433,0.0433
VIL025338,0.4934,0.6315,0.1381,0.1381
VIL025339,0.4065,0.3042,-0.1023,0.1023
VIL025340,0.3555,0.2661,-0.0894,0.0894
VIL025341,0.6995,0.6151,-0.0845,0.0845
VIL025342,0.7386,0.8062,0.0676,0.0676
VIL025343,0.3548,0.448,0.0932,0.0932
VIL025344,0.7089,0.7245,0.0156,0.0156
VIL025345,0.7028,0.8175,0.1146,0.1146
VIL025346,0.3814,0.5369,0.1556,0.1556
VIL025347,0.4598,0.2917,-0.168,0.168
VIL025348,0.694,0.7418,0.0478,0.0478
VIL025349,0.5206,0.5693,0.0487,0.0487
VIL025350,0.6199,0.6329,0.0129,0.0129
VIL025351,0.5497,0.528,-0.0217,0.0217
VIL025352,0.442,0.4132,-0.0288,0.0288
VIL025353,0.7046,0.7263,0.0217,0.0217
VIL025354,0.697,0.7173,0.0203,0.0203
VIL025355,0.3207,0.3937,0.073,0.073
VIL025356,0.5279,0.4936,-0.0343,0.0343
VIL025357,0.2088,0.3381,0.1293,0.1293
VIL025358,0.372,0.4642,0.0922,0.0922
VIL025359,0.7478,0.7219,-0.0259,0.0259
VIL025360,0.5046,0.5687,0.0641,0.0641
VIL025361,0.2824,0.1374,-0.145,0.145
VIL025362,0.4749,0.4957,0.0209,0.0209
VIL025363,0.5065,0.571,0.0645,0.0645
VIL025364,0.2116,0.4059,0.1943,0.1943
VIL025365,0.3506,0.3787,0.0281,0.0281
VIL025366,0.2876,0.2101,-0.0775,0.0775
VIL025367,0.7456,0.7197,-0.0259,0.0259
VIL025368,0.4996,0.4473,-0.0523,0.0523
VIL025369,0.3376,0.3943,0.0567,0.0567
VIL025370,0.2389,0.2524,0.0135,0.0135
VIL025371,0.2365,0.1512,-0.0853,0.0853
VIL025372,0.533,0.6026,0.0696,0.0696
VIL025373,0.5253,0.475,-0.0503,0.0503
VIL025374,0.587,0.6094,0.0224,0.0224
VIL025375,0.6396,0.6239,-0.0157,0.0157
VIL025376,0.565,0.6496,0.0846,0.0846
VIL025377,0.6145,0.719,0.1045,0.1045
VIL025378,0.2538,0.1949,-0.0589,0.0589
VIL025379,0.2136,0.2165,0.0029,0.0029
VIL025380,0.2426,0.2139,-0.0288,0.0288
VIL025381,0.5129,0.5987,0.0857,0.0857
VIL025382,0.4844,0.6719,0.1876,0.1876
VIL025383,0.6859,0.5698,-0.1162,0.1162
VIL025384,0.6481,0.6872,0.0391,0.0391
VIL025385,0.6445,0.7612,0.1167,0.1167
VIL025386,0.4562,0.4812,0.025,0.025
VIL025387,0.5671,0.6551,0.088,0.088
VIL025388,0.5491,0.5305,-0.0185,0.0185
VIL025389,0.6068,0.5351,-0.0717,0.0717
VIL025390,0.4919,0.4872,-0.0048,0.0048
VIL025391,0.7146,0.8524,0.1378,0.1378
VIL025392,0.4477,0.4339,-0.0138,0.0138
VIL025393,0.731,0.7334,0.0024,0.0024
VIL025394,0.2298,0.2602,0.0304,0.0304
VIL025395,0.2309,0.2858,0.0549,0.0549
VIL025396,0.6921,0.5908,-0.1013,0.1013
VIL025397,0.4125,0.4105,-0.002,0.002
VIL025398,0.7138,0.5799,-0.1339,0.1339
VIL025399,0.2611,0.1646,-0.0965,0.0965
VIL025400,0.5924,0.5895,-0.003,0.003
VIL025401,0.4867,0.4441,-0.0426,0.0426
VIL025402,0.6105,0.6296,0.0191,0.0191
VIL025403,0.6474,0.5736,-0.0739,0.0739
VIL025404,0.5167,0.501,-0.0158,0.0158
VIL025405,0.4201,0.3825,-0.0376,0.0376
VIL025406,0.4344,0.4649,0.0305,0.0305
VIL025407,0.4387,0.4004,-0.0383,0.0383
VIL025408,0.4905,0.6879,0.1974,0.1974
VIL025409,0.245,0.2681,0.0231,0.0231
VIL025410,0.3432,0.3199,-0.0233,0.0233
VIL025411,0.5538,0.5735,0.0197,0.0197
VIL025412,0.5641,0.4739,-0.0902,0.0902
VIL025413,0.4914,0.6228,0.1313,0.1313
VIL025414,0.5433,0.6038,0.0605,0.0605
VIL025415,0.3781,0.3659,-0.0122,0.0122
VIL025416,0.458,0.5492,0.0912,0.0912
VIL025417,0.6407,0.7324,0.0917,0.0917
VIL025418,0.3795,0.3855,0.0061,0.0061
VIL025419,0.7367,0.7877,0.051,0.051
VIL025420,0.7015,0.651,-0.0505,0.0505
VIL025421,0.7486,0.7595,0.0109,0.0109
VIL025422,0.3613,0.4573,0.096,0.096
VIL025423,0.4223,0.3642,-0.058,0.058
VIL025424,0.3465,0.2623,-0.0843,0.0843
VIL025425,0.5309,0.5145,-0.0164,0.0164
VIL025426,0.4805,0.5682,0.0877,0.0877
VIL025427,0.2499,0.2039,-0.0459,0.0459
VIL025428,0.6514,0.5878,-0.0636,0.0636
VIL025429,0.4513,0.4909,0.0396,0.0396
VIL025430,0.596,0.626,0.0299,0.0299
VIL025431,0.5818,0.6436,0.0617,0.0617
VIL025432,0.6035,0.5831,-0.0204,0.0204
VIL025433,0.5404,0.6287,0.0883,0.0883
VIL025434,0.5867,0.6901,0.1034,0.1034
VIL025435,0.336,0.4407,0.1047,0.1047
VIL025436,0.3085,0.4379,0.1294,0.1294
VIL025437,0.6801,0.7544,0.0744,0.0744
VIL025438,0.2603,0.1507,-0.1096,0.1096
VIL025439,0.7139,0.7458,0.0319,0.0319
VIL025440,0.6149,0.6304,0.0155,0.0155
VIL025441,0.5086,0.6428,0.1342,0.1342
VIL025442,0.4427,0.5654,0.1227,0.1227
VIL025443,0.2896,0.2734,-0.0162,0.0162
VIL025444,0.6753,0.7997,0.1244,0.1244
VIL025445,0.6433,0.6479,0.0046,0.0046
VIL025446,0.235,0.172,-0.0629,0.0629
VIL025447,0.6789,0.6604,-0.0184,0.0184
VIL025448,0.4764,0.5492,0.0728,0.0728
VIL025449,0.5278,0.45,-0.0779,0.0779
VIL025450,0.2134,0.0929,-0.1205,0.1205
VIL025451,0.2126,0.249,0.0363,0.0363
VIL025452,0.2227,0.1522,-0.0705,0.0705
VIL025453,0.2822,0.3838,0.1016,0.1016
VIL025454,0.5851,0.5917,0.0066,0.0066
VIL025455,0.2232,0.3114,0.0882,0.0882
VIL025456,0.5646,0.5119,-0.0527,0.0527
VIL025457,0.4988,0.5274,0.0287,0.0287
VIL025458,0.6921,0.7772,0.0851,0.0851
VIL025459,0.6986,0.6824,-0.0163,0.0163
VIL025460,0.6251,0.6936,0.0685,0.0685
VIL025461,0.4323,0.459,0.0267,0.0267
VIL025462,0.5142,0.5699,0.0557,0.0557
VIL025463,0.5002,0.6983,0.1981,0.1981
VIL025464,0.5357,0.4795,-0.0562,0.0562
VIL025465,0.6305,0.5436,-0.087,0.087
VIL025466,0.666,0.7625,0.0965,0.0965
VIL025467,0.6252,0.7319,0.1067,0.1067
VIL025468,0.6669,0.7029,0.0361,0.0361
VIL025469,0.4096,0.5458,0.1362,0.1362
VIL025470,0.7428,0.8982,0.1554,0.1554
VIL025471,0.2812,0.1323,-0.149,0.149
VIL025472,0.5477,0.6036,0.0558,0.0558
VIL025473,0.4239,0.4155,-0.0084,0.0084
VIL025474,0.4404,0.4802,0.0398,0.0398
VIL025475,0.7425,0.7674,0.0249,0.0249
VIL025476,0.2637,0.3534,0.0897,0.0897
VIL025477,0.3851,0.3727,-0.0124,0.0124
VIL025478,0.3756,0.4088,0.0333,0.0333
VIL025479,0.3516,0.3603,0.0086,0.0086
VIL025480,0.6976,0.6089,-0.0887,0.0887
VIL025481,0.5019,0.584,0.0821,0.0821
VIL025482,0.5925,0.6495,0.0569,0.0569
VIL025483,0.2651,0.407,0.142,0.142
VIL025484,0.5791,0.6426,0.0635,0.0635
VIL025485,0.2215,0.2959,0.0744,0.0744
VIL025486,0.6433,0.7442,0.1008,0.1008
VIL025487,0.5499,0.6342,0.0843,0.0843
VIL025488,0.2684,0.4181,0.1497,0.1497
VIL025489,0.4359,0.3318,-0.1042,0.1042
VIL025490,0.4644,0.5326,0.0683,0.0683
VIL025491,0.4689,0.4294,-0.0395,0.0395
VIL025492,0.2032,0.186,-0.0172,0.0172
VIL025493,0.5834,0.6554,0.072,0.072
VIL025494,0.6563,0.6925,0.0361,0.0361
VIL025495,0.5824,0.5326,-0.0497,0.0497
VIL025496,0.6965,0.7099,0.0134,0.0134
VIL025497,0.4892,0.4857,-0.0035,0.0035
VIL025498,0.3535,0.3411,-0.0124,0.0124
VIL025499,0.6961,0.7256,0.0295,0.0295
VIL025500,0.2368,0.35,0.1132,0.1132
VIL025501,0.5564,0.5412,-0.0152,0.0152
VIL025502,0.2835,0.3081,0.0246,0.0246
VIL025503,0.4435,0.5372,0.0937,0.0937
VIL025504,0.6126,0.5991,-0.0135,0.0135
VIL025505,0.2021,0.2175,0.0154,0.0154
VIL025506,0.4988,0.5544,0.0555,0.0555
VIL025507,0.3025,0.3138,0.0112,0.0112
VIL025508,0.3906,0.3405,-0.0501,0.0501
VIL025509,0.3281,0.3553,0.0272,0.0272
VIL025510,0.537,0.5236,-0.0134,0.0134
VIL025511,0.6025,0.574,-0.0285,0.0285
VIL025512,0.4719,0.4676,-0.0043,0.0043
VIL025513,0.2194,0.2681,0.0487,0.0487
VIL025514,0.4953,0.5827,0.0874,0.0874
VIL025515,0.2171,0.147,-0.0701,0.0701
VIL025516,0.3686,0.247,-0.1216,0.1216
VIL025517,0.397,0.4847,0.0877,0.0877
VIL025518,0.7163,0.5974,-0.1188,0.1188
VIL025519,0.6705,0.5722,-0.0984,0.0984
VIL025520,0.6983,0.7736,0.0752,0.0752
VIL025521,0.5961,0.6194,0.0233,0.0233
VIL025522,0.2182,0.2044,-0.0138,0.0138
VIL025523,0.6769,0.5553,-0.1216,0.1216
VIL025524,0.6418,0.6386,-0.0031,0.0031
VIL025525,0.575,0.6131,0.0381,0.0381
VIL025526,0.2807,0.3392,0.0585,0.0585
VIL025527,0.2824,0.3298,0.0474,0.0474
VIL025528,0.6401,0.5405,-0.0996,0.0996
VIL025529,0.6861,0.553,-0.1331,0.1331
VIL025530,0.4112,0.5684,0.1571,0.1571
VIL025531,0.3796,0.4198,0.0402,0.0402
VIL025532,0.6525,0.8049,0.1524,0.1524
VIL025533,0.7465,0.855,0.1084,0.1084
VIL025534,0.299,0.2225,-0.0765,0.0765
VIL025535,0.296,0.3258,0.0298,0.0298
VIL025536,0.6664,0.6861,0.0197,0.0197
VIL025537,0.4232,0.3684,-0.0548,0.0548
VIL025538,0.3717,0.5203,0.1486,0.1486
VIL025539,0.3538,0.4009,0.047,0.047
VIL025540,0.3954,0.435,0.0395,0.0395
VIL025541,0.6209,0.5114,-0.1095,0.1095
VIL025542,0.331,0.401,0.0701,0.0701
VIL025543,0.6256,0.6062,-0.0194,0.0194
VIL025544,0.3893,0.3824,-0.007,0.007
VIL025545,0.6964,0.7315,0.0351,0.0351
VIL025546,0.6917,0.8705,0.1788,0.1788
VIL025547,0.457,0.4436,-0.0134,0.0134
VIL025548,0.5246,0.4965,-0.0281,0.0281
VIL025549,0.5183,0.7238,0.2055,0.2055
VIL025550,0.5874,0.5271,-0.0603,0.0603
VIL025551,0.2282,0.2941,0.0659,0.0659
VIL025552,0.477,0.4114,-0.0656,0.0656
VIL025553,0.4551,0.4051,-0.05,0.05
VIL025554,0.2193,0.0975,-0.1218,0.1218
VIL025555,0.288,0.3274,0.0394,0.0394
VIL025556,0.4721,0.2986,-0.1735,0.1735
VIL025557,0.7434,0.7508,0.0073,0.0073
VIL025558,0.7273,0.7376,0.0102,0.0102
VIL025559,0.6648,0.6244,-0.0404,0.0404
VIL025560,0.4153,0.3786,-0.0367,0.0367
VIL025561,0.3087,0.2409,-0.0679,0.0679
VIL025562,0.5611,0.5175,-0.0436,0.0436
VIL025563,0.3293,0.253,-0.0762,0.0762
VIL025564,0.2248,0.2861,0.0612,0.0612
VIL025565,0.3764,0.369,-0.0074,0.0074
VIL025566,0.2862,0.3096,0.0234,0.0234
VIL025567,0.4367,0.457,0.0202,0.0202
VIL025568,0.6913,0.6966,0.0053,0.0053
VIL025569,0.3966,0.3912,-0.0054,0.0054
VIL025570,0.5265,0.6392,0.1127,0.1127
VIL025571,0.412,0.3633,-0.0487,0.0487
VIL025572,0.706,0.879,0.173,0.173
VIL025573,0.4095,0.3945,-0.015,0.015
VIL025574,0.6187,0.6545,0.0358,0.0358
VIL025575,0.3368,0.4775,0.1406,0.1406
VIL025576,0.3549,0.3531,-0.0018,0.0018
VIL025577,0.2868,0.2455,-0.0413,0.0413
VIL025578,0.5369,0.5376,0.0007,0.0007
VIL025579,0.2639,0.217,-0.0469,0.0469
VIL025580,0.4984,0.5704,0.072,0.072
VIL025581,0.3434,0.3784,0.035,0.035
VIL025582,0.4826,0.5836,0.101,0.101
VIL025583,0.5081,0.7224,0.2143,0.2143
VIL025584,0.5223,0.449,-0.0732,0.0732
VIL025585,0.4149,0.4552,0.0403,0.0403
VIL025586,0.5205,0.5628,0.0423,0.0423
VIL025587,0.6385,0.5833,-0.0552,0.0552
VIL025588,0.4586,0.3836,-0.075,0.075
VIL025589,0.5678,0.5973,0.0295,0.0295
VIL025590,0.6523,0.6351,-0.0172,0.0172
VIL025591,0.3227,0.2014,-0.1213,0.1213
VIL025592,0.4044,0.4811,0.0768,0.0768
VIL025593,0.3707,0.4458,0.0751,0.0751
VIL025594,0.6599,0.6828,0.023,0.023
VIL025595,0.5078,0.4923,-0.0155,0.0155
VIL025596,0.258,0.215,-0.043,0.043
VIL025597,0.411,0.4065,-0.0045,0.0045
VIL025598,0.6613,0.7244,0.0631,0.0631
VIL025599,0.2409,0.4344,0.1935,0.1935
VIL025600,0.6929,0.8596,0.1667,0.1667
VIL025601,0.7454,0.7767,0.0313,0.0313
VIL025602,0.6381,0.5651,-0.073,0.073
VIL025603,0.6193,0.7611,0.1417,0.1417
VIL025604,0.3098,0.1383,-0.1715,0.1715
VIL025605,0.5979,0.5048,-0.0932,0.0932
VIL025606,0.3557,0.2777,-0.078,0.078
VIL025607,0.6067,0.7494,0.1427,0.1427
VIL025608,0.2281,0.2315,0.0034,0.0034
VIL025609,0.5732,0.4351,-0.138,0.138
VIL025610,0.7189,0.7661,0.0472,0.0472
VIL025611,0.553,0.6527,0.0997,0.0997
VIL025612,0.3665,0.5226,0.1561,0.1561
VIL025613,0.5141,0.4968,-0.0173,0.0173
VIL025614,0.3593,0.5028,0.1435,0.1435
VIL025615,0.4807,0.4093,-0.0714,0.0714
VIL025616,0.3695,0.553,0.1835,0.1835
VIL025617,0.6443,0.6919,0.0475,0.0475
VIL025618,0.6051,0.7571,0.1521,0.1521
VIL025619,0.3734,0.4617,0.0883,0.0883
VIL025620,0.2344,0.0251,-0.2092,0.2092
VIL025621,0.2037,0.1393,-0.0644,0.0644
VIL025622,0.2771,0.2999,0.0227,0.0227
VIL025623,0.4649,0.5376,0.0727,0.0727
VIL025624,0.2536,0.3198,0.0661,0.0661
VIL025625,0.6634,0.7973,0.1339,0.1339
VIL025626,0.5047,0.5581,0.0535,0.0535
VIL025627,0.2482,0.2975,0.0493,0.0493
VIL025628,0.5159,0.6304,0.1145,0.1145
VIL025629,0.5578,0.4995,-0.0582,0.0582
VIL025630,0.729,0.7259,-0.0031,0.0031
VIL025631,0.6906,0.6775,-0.0131,0.0131
VIL025632,0.5213,0.5897,0.0684,0.0684
VIL025633,0.5787,0.5845,0.0058,0.0058
VIL025634,0.5415,0.5702,0.0288,0.0288
VIL025635,0.6969,0.7483,0.0514,0.0514
VIL025636,0.7202,0.8438,0.1235,0.1235
VIL025637,0.3677,0.3774,0.0097,0.0097
VIL025638,0.4974,0.5672,0.0699,0.0699
VIL025639,0.2667,0.3368,0.0701,0.0701
VIL025640,0.5233,0.5097,-0.0136,0.0136
VIL025641,0.4316,0.3591,-0.0724,0.0724
VIL025642,0.6453,0.6487,0.0033,0.0033
VIL025643,0.566,0.5177,-0.0482,0.0482
VIL025644,0.6166,0.6161,-0.0005,0.0005
VIL025645,0.3457,0.3147,-0.031,0.031
VIL025646,0.3053,0.2406,-0.0647,0.0647
