village_id,mgnregs_days_per_hh
VIL040583,42.9
VIL040584,24.9
VIL040585,27.6
VIL040586,70.3
VIL040587,31.4
VIL040588,35.7
VIL040589,48.4
VIL040590,4.7
VIL040591,26.5
VIL040592,51.8
VIL040593,79.4
VIL040594,67.2
VIL040595,24.4
VIL040596,28.0
VIL040597,29.2
VIL040598,18.1
VIL040599,79.8
VIL040600,49.8
VIL040601,22.7
VIL040602,73.8
VIL040603,29.9
VIL040604,2.8
VIL040605,38.6
VIL040606,59.6
VIL040607,85.7
VIL040608,56.5
VIL040609,41.4
VIL040610,34.7
VIL040611,44.2
VIL040612,67.2
VIL040613,38.2
VIL040614,6.1
VIL040615,34.4
VIL040616,100.0
VIL040617,78.5
VIL040618,80.3
VIL040619,41.4
VIL040620,58.9
VIL040621,58.8
VIL040622,53.5
VIL040623,42.4
VIL040624,30.3
VIL040625,40.0
VIL040626,19.9
VIL040627,32.8
VIL040628,63.7
VIL040629,68.3
VIL040630,17.7
VIL040631,0.0
VIL040632,16.7
VIL040633,40.1
VIL040634,52.0
VIL040635,42.5
VIL040636,51.5
VIL040637,41.0
VIL040638,29.1
VIL040639,38.1
VIL040640,42.8
VIL040641,22.0
VIL040642,0.6
VIL040643,55.9
VIL040644,43.5
VIL040645,56.9
VIL040646,46.5
VIL040647,39.4
VIL040648,26.9
VIL040649,37.7
VIL040650,18.5
VIL040651,45.8
VIL040652,38.1
VIL040653,50.0
VIL040654,27.3
VIL040655,29.8
VIL040656,31.3
VIL040657,14.3
VIL040658,93.5
VIL040659,55.6
VIL040660,49.1
VIL040661,17.0
VIL040662,7.5
VIL040663,6.8
VIL040664,18.5
VIL040665,22.3
VIL040666,34.9
VIL040667,38.7
VIL040668,59.4
VIL040669,56.2
VIL040670,52.7
VIL040671,78.0
VIL040672,23.1
VIL040673,41.5
VIL040674,46.3
VIL040675,53.2
VIL040676,76.3
VIL040677,80.7
VIL040678,19.4
VIL040679,51.6
VIL040680,50.8
VIL040681,67.4
VIL040682,51.9
VIL040683,21.2
VIL040684,35.1
VIL040685,2.6
VIL040686,75.2
VIL040687,41.0
VIL040688,33.4
VIL040689,72.8
VIL040690,38.4
VIL040691,34.5
VIL040692,49.0
VIL040693,47.8
VIL040694,0.0
VIL040695,24.8
VIL040696,25.5
VIL040697,53.7
VIL040698,20.3
VIL040699,59.6
VIL040700,36.1
VIL040701,60.1
VIL040702,34.9
VIL040703,30.6
VIL040704,79.6
VIL040705,100.0
VIL040706,21.4
VIL040707,44.3
VIL040708,28.5
VIL040709,55.0
VIL040710,49.3
VIL040711,49.0
VIL040712,16.8
VIL040713,42.9
VIL040714,28.4
VIL040715,19.3
VIL040716,33.5
VIL040717,62.3
VIL040718,71.4
VIL040719,25.4
VIL040720,15.0
VIL040721,75.0
VIL040722,38.4
VIL040723,100.0
VIL040724,6.8
VIL040725,19.0
VIL040726,73.8
VIL040727,85.8
VIL040728,94.4
VIL040729,70.7
VIL040730,30.0
VIL040731,37.5
VIL040732,88.5
VIL040733,32.2
VIL040734,70.3
VIL040735,100.0
VIL040736,39.3
VIL040737,53.5
VIL040738,45.8
VIL040739,34.0
VIL040740,45.2
VIL040741,26.1
VIL040742,19.3
VIL040743,13.4
VIL040744,25.0
VIL040745,29.1
VIL040746,48.4
VIL040747,64.4
VIL040748,29.0
VIL040749,79.2
VIL040750,41.8
VIL040751,37.5
VIL040752,70.0
VIL040753,9.2
VIL040754,89.1
VIL040755,98.5
VIL040756,33.1
VIL040757,51.2
VIL040758,33.1
VIL040759,34.8
VIL040760,68.1
VIL040761,54.3
VIL040762,44.9
VIL040763,58.5
VIL040764,41.9
VIL040765,86.4
VIL040766,80.9
VIL040767,81.8
VIL040768,66.7
VIL040769,19.5
VIL040770,9.0
VIL040771,32.7
VIL040772,38.7
VIL040773,47.6
VIL040774,78.0
VIL040775,13.3
VIL040776,58.8
VIL040777,74.8
VIL040778,88.4
VIL040779,19.4
VIL040780,13.7
VIL040781,26.5
VIL040782,23.1
VIL040783,40.2
VIL040784,91.0
VIL040785,40.2
VIL040786,29.0
VIL040787,48.9
VIL040788,24.0
VIL040789,85.3
VIL040790,75.2
VIL040791,37.2
VIL040792,51.7
VIL040793,0.0
VIL040794,25.3
VIL040795,44.0
VIL040796,22.9
VIL040797,100.0
VIL040798,54.9
VIL040799,13.5
VIL040800,13.9
VIL040801,50.0
VIL040802,47.9
VIL040803,31.1
VIL040804,79.5
VIL040805,19.2
VIL040806,66.5
VIL040807,4.1
VIL040808,35.5
VIL040809,32.8
VIL040810,30.5
VIL040811,70.6
VIL040812,22.3
VIL040813,18.7
VIL040814,25.6
VIL040815,65.9
VIL040816,28.2
VIL040817,39.9
VIL040818,88.2
VIL040819,36.5
VIL040820,35.0
VIL040821,78.2
VIL040822,67.6
VIL040823,63.9
VIL040824,69.0
VIL040825,44.0
VIL040826,15.3
VIL040827,54.7
VIL040828,55.4
VIL040829,34.9
VIL040830,32.8
VIL040831,42.6
VIL040832,41.7
VIL040833,24.3
VIL040834,48.3
VIL040835,93.3
VIL040836,16.4
VIL040837,98.1
VIL040838,67.2
VIL040839,55.7
VIL040840,65.0
VIL040841,29.4
VIL040842,62.1
VIL040843,17.6
VIL040844,32.6
VIL040845,23.6
VIL040846,97.2
VIL040847,72.4
VIL040848,85.1
VIL040849,57.6
VIL040850,52.6
VIL040851,7.1
VIL040852,94.2
VIL040853,36.4
VIL040854,52.0
VIL040855,29.6
VIL040856,95.7
VIL040857,40.8
VIL040858,63.2
VIL040859,66.2
VIL040860,32.7
VIL040861,31.1
VIL040862,0.0
VIL040863,47.6
VIL040864,13.0
VIL040865,57.3
VIL040866,72.2
VIL040867,21.2
VIL040868,9.4
VIL040869,40.7
VIL040870,55.1
VIL040871,61.3
VIL040872,56.7
VIL040873,29.6
VIL040874,44.9
VIL040875,53.3
VIL040876,22.2
VIL040877,35.2
VIL040878,72.5
VIL040879,48.2
VIL040880,28.7
VIL040881,45.2
VIL040882,10.5
VIL040883,18.4
VIL040884,3.2
VIL040885,15.7
VIL040886,83.4
VIL040887,77.7
VIL040888,64.8
VIL040889,69.4
VIL040890,44.9
VIL040891,12.1
VIL040892,51.4
VIL040893,26.5
VIL040894,100.0
VIL040895,63.6
VIL040896,27.3
VIL040897,17.3
VIL040898,23.5
VIL040899,81.1
VIL040900,34.2
VIL040901,50.1
VIL040902,43.2
VIL040903,59.2
VIL040904,15.9
VIL040905,7.9
VIL040906,68.4
VIL040907,30.5
VIL040908,63.9
VIL040909,88.2
VIL040910,13.5
VIL040911,30.3
VIL040912,60.9
VIL040913,53.1
VIL040914,18.4
VIL040915,57.5
VIL040916,18.1
VIL040917,25.3
VIL040918,22.1
VIL040919,69.3
VIL040920,50.6
VIL040921,99.7
VIL040922,79.6
VIL040923,33.7
VIL040924,39.2
VIL040925,77.0
VIL040926,75.9
VIL040927,14.0
VIL040928,57.7
VIL040929,26.6
VIL040930,24.7
VIL040931,46.9
VIL040932,40.3
VIL040933,62.3
VIL040934,52.3
VIL040935,45.3
VIL040936,78.7
VIL040937,32.4
VIL040938,51.1
VIL040939,77.9
VIL040940,13.7
VIL040941,5.0
VIL040942,6.6
VIL040943,5.6
VIL040944,24.3
VIL040945,9.2
VIL040946,12.7
VIL040947,21.7
VIL040948,73.0
VIL040949,84.9
VIL040950,13.4
VIL040951,30.3
VIL040952,40.1
VIL040953,39.9
VIL040954,23.5
VIL040955,54.4
VIL040956,26.1
VIL040957,86.3
VIL040958,20.3
VIL040959,46.2
VIL040960,55.6
VIL040961,30.4
VIL040962,26.7
VIL040963,21.7
VIL040964,55.3
VIL040965,27.1
VIL040966,55.1
VIL040967,46.6
VIL040968,1.8
VIL040969,50.7
VIL040970,56.0
VIL040971,25.6
VIL040972,65.1
VIL040973,16.2
VIL040974,34.4
VIL040975,21.2
VIL040976,51.2
VIL040977,24.3
VIL040978,20.7
VIL040979,11.5
VIL040980,50.1
VIL040981,25.0
VIL040982,12.4
VIL040983,5.6
VIL040984,61.4
VIL040985,32.8
VIL040986,50.0
VIL040987,77.2
VIL040988,43.9
VIL040989,32.0
VIL040990,53.4
VIL040991,25.5
VIL040992,55.8
VIL040993,43.6
VIL040994,18.5
VIL040995,9.6
VIL040996,0.0
VIL040997,100.0
VIL040998,10.1
VIL040999,32.4
VIL041000,51.8
VIL041001,79.4
VIL041002,16.4
VIL041003,49.4
VIL041004,11.6
VIL041005,27.1
VIL041006,51.8
VIL041007,44.9
VIL041008,89.2
VIL041009,25.6
VIL041010,62.0
VIL041011,69.8
VIL041012,100.0
VIL041013,58.2
VIL041014,17.1
VIL041015,63.5
VIL041016,88.1
VIL041017,37.9
VIL041018,51.5
VIL041019,47.1
VIL041020,80.9
VIL041021,55.4
VIL041022,84.0
VIL041023,38.9
VIL041024,25.5
VIL041025,33.1
VIL041026,76.8
VIL041027,67.4
VIL041028,49.9
VIL041029,13.6
VIL041030,0.0
VIL041031,13.1
VIL041032,7.0
VIL041033,77.1
VIL041034,75.9
VIL041035,88.0
VIL041036,12.9
VIL041037,47.4
VIL041038,67.8
VIL041039,80.6
VIL041040,63.4
VIL041041,49.0
VIL041042,34.6
VIL041043,63.6
VIL041044,59.2
VIL041045,39.0
VIL041046,20.4
VIL041047,52.9
VIL041048,0.0
VIL041049,38.9
VIL041050,37.6
VIL041051,16.3
VIL041052,36.0
VIL041053,69.8
VIL041054,41.2
VIL041055,1.5
VIL041056,36.0
VIL041057,26.9
VIL041058,19.5
VIL041059,21.5
VIL041060,40.6
VIL041061,39.4
VIL041062,39.3
VIL041063,35.2
VIL041064,33.0
VIL041065,34.3
VIL041066,16.1
VIL041067,44.8
VIL041068,22.1
VIL041069,35.8
VIL041070,16.7
VIL041071,34.8
VIL041072,76.8
VIL041073,88.7
VIL041074,94.0
VIL041075,47.2
VIL041076,17.7
VIL041077,20.3
VIL041078,0.0
VIL041079,39.0
VIL041080,30.5
VIL041081,1.3
VIL041082,75.6
VIL041083,47.7
VIL041084,52.8
VIL041085,62.6
VIL041086,87.4
VIL041087,40.5
VIL041088,55.8
VIL041089,70.8
VIL041090,72.5
VIL041091,85.6
VIL041092,18.8
VIL041093,43.2
VIL041094,91.1
VIL041095,29.1
VIL041096,21.3
VIL041097,74.9
VIL041098,100.0
VIL041099,53.2
VIL041100,6.5
VIL041101,30.1
VIL041102,38.9
VIL041103,30.4
VIL041104,3.8
VIL041105,28.8
VIL041106,35.4
VIL041107,45.5
VIL041108,33.2
VIL041109,41.3
VIL041110,45.1
VIL041111,64.7
VIL041112,64.9
VIL041113,88.7
VIL041114,22.6
VIL041115,52.4
VIL041116,17.5
VIL041117,74.8
VIL041118,43.6
VIL041119,13.4
VIL041120,28.4
VIL041121,58.9
VIL041122,64.4
VIL041123,8.1
VIL041124,22.8
VIL041125,49.2
VIL041126,52.0
VIL041127,53.9
VIL041128,30.7
VIL041129,29.8
VIL041130,29.1
VIL041131,8.0
VIL041132,54.7
VIL041133,38.2
VIL041134,17.0
VIL041135,22.4
VIL041136,100.0
VIL041137,95.9
VIL041138,67.1
VIL041139,41.5
VIL041140,19.2
VIL041141,49.0
VIL041142,4.2
VIL041143,96.2
VIL041144,27.1
VIL041145,21.5
VIL041146,47.3
VIL041147,3.4
VIL041148,74.8
VIL041149,100.0
VIL041150,76.8
VIL041151,0.0
VIL041152,100.0
VIL041153,14.4
VIL041154,56.8
VIL041155,96.2
VIL041156,26.3
VIL041157,17.8
VIL041158,39.6
VIL041159,42.0
VIL041160,43.7
VIL041161,34.7
VIL041162,22.1
VIL041163,31.8
VIL041164,100.0
VIL041165,21.2
VIL041166,83.3
VIL041167,31.7
VIL041168,22.9
VIL041169,57.7
VIL041170,12.5
VIL041171,13.5
VIL041172,37.8
VIL041173,30.7
VIL041174,49.9
VIL041175,47.3
VIL041176,41.9
VIL041177,40.7
VIL041178,71.5
VIL041179,37.4
VIL041180,49.1
VIL041181,4.8
VIL041182,67.6
VIL041183,39.6
VIL041184,23.9
VIL041185,83.1
VIL041186,28.3
VIL041187,79.9
VIL041188,48.2
VIL041189,80.6
VIL041190,29.5
VIL041191,0.0
VIL041192,79.0
VIL041193,24.0
VIL041194,31.8
VIL041195,45.0
VIL041196,93.2
VIL041197,30.4
VIL041198,76.7
VIL041199,16.0
VIL041200,20.7
VIL041201,32.2
VIL041202,55.8
VIL041203,44.6
VIL041204,37.2
VIL041205,34.5
VIL041206,80.3
VIL041207,60.1
VIL041208,57.9
VIL041209,38.8
VIL041210,31.2
VIL041211,49.2
VIL041212,54.0
VIL041213,44.5
VIL041214,49.2
VIL041215,17.5
VIL041216,20.2
VIL041217,9.3
VIL041218,45.5
VIL041219,41.6
VIL041220,38.0
VIL041221,7.9
VIL041222,9.8
VIL041223,39.5
VIL041224,24.4
VIL041225,100.0
VIL041226,88.8
VIL041227,90.5
VIL041228,89.5
VIL041229,100.0
VIL041230,31.0
VIL041231,22.9
VIL041232,22.4
VIL041233,52.8
VIL041234,69.5
VIL041235,70.4
VIL041236,42.6
VIL041237,81.0
VIL041238,27.9
VIL041239,58.6
VIL041240,21.0
VIL041241,91.1
VIL041242,91.3
VIL041243,49.0
VIL041244,54.2
VIL041245,9.8
VIL041246,35.5
VIL041247,51.6
VIL041248,2.3
VIL041249,20.0
VIL041250,34.2
VIL041251,45.8
VIL041252,42.4
VIL041253,57.5
VIL041254,91.8
VIL041255,26.5
VIL041256,90.5
VIL041257,67.4
VIL041258,64.8
VIL041259,54.8
VIL041260,93.6
VIL041261,47.6
VIL041262,13.2
VIL041263,39.9
VIL041264,2.7
VIL041265,48.3
VIL041266,15.4
VIL041267,43.0
VIL041268,40.9
VIL041269,47.0
VIL041270,13.3
VIL041271,72.8
VIL041272,46.2
VIL041273,32.9
VIL041274,80.0
VIL041275,16.4
VIL041276,16.5
VIL041277,99.6
VIL041278,19.2
VIL041279,50.9
VIL041280,0.0
VIL041281,23.0
VIL041282,18.5
VIL041283,22.1
VIL041284,90.7
VIL041285,66.2
VIL041286,0.0
VIL041287,37.4
VIL041288,87.0
VIL041289,55.7
VIL041290,76.3
VIL041291,82.8
VIL041292,30.0
VIL041293,80.8
VIL041294,28.0
VIL041295,58.5
VIL041296,48.3
VIL041297,23.1
VIL041298,24.0
VIL041299,14.3
VIL041300,54.4
VIL041301,50.8
VIL041302,82.9
VIL041303,28.7
VIL041304,48.0
VIL041305,52.0
VIL041306,9.5
VIL041307,97.5
VIL041308,74.7
VIL041309,83.9
VIL041310,0.0
VIL041311,58.0
VIL041312,24.7
VIL041313,1.5
VIL041314,32.3
VIL041315,90.5
VIL041316,35.6
VIL041317,14.9
VIL041318,35.5
VIL041319,70.6
VIL041320,37.9
VIL041321,15.1
VIL041322,21.3
VIL041323,89.4
VIL041324,34.8
VIL041325,4.5
VIL041326,57.0
VIL041327,22.0
VIL041328,91.6
VIL041329,82.9
VIL041330,97.5
VIL041331,6.2
VIL041332,76.3
VIL041333,34.8
VIL041334,42.2
VIL041335,49.4
VIL041336,13.0
VIL041337,25.4
VIL041338,67.3
VIL041339,40.4
VIL041340,28.6
VIL041341,44.8
VIL041342,43.4
VIL041343,24.0
VIL041344,54.1
VIL041345,48.5
VIL041346,43.5
VIL041347,66.4
VIL041348,67.0
VIL041349,34.8
VIL041350,27.8
VIL041351,51.2
VIL041352,27.8
VIL041353,62.6
VIL041354,45.7
VIL041355,30.1
VIL041356,14.3
VIL041357,23.2
VIL041358,21.5
VIL041359,73.4
VIL041360,50.5
VIL041361,47.6
VIL041362,44.0
VIL041363,35.5
VIL041364,11.5
VIL041365,15.8
VIL041366,12.4
VIL041367,17.0
VIL041368,41.0
VIL041369,25.9
VIL041370,0.0
VIL041371,74.7
VIL041372,79.0
VIL041373,47.1
VIL041374,7.7
VIL041375,81.7
VIL041376,15.2
VIL041377,76.9
VIL041378,22.6
VIL041379,65.7
VIL041380,30.5
VIL041381,65.0
VIL041382,64.0
VIL041383,55.9
VIL041384,84.6
VIL041385,100.0
VIL041386,34.9
VIL041387,19.0
VIL041388,87.8
VIL041389,35.6
VIL041390,55.7
VIL041391,66.3
VIL041392,12.1
VIL041393,81.3
VIL041394,21.5
VIL041395,81.1
VIL041396,75.2
VIL041397,18.6
VIL041398,54.7
VIL041399,47.3
VIL041400,53.1
VIL041401,54.8
VIL041402,34.1
VIL041403,42.1
VIL041404,38.6
VIL041405,8.5
VIL041406,17.4
VIL041407,43.9
VIL041408,67.6
VIL041409,20.0
VIL041410,25.0
VIL041411,62.3
VIL041412,23.5
VIL041413,55.3
VIL041414,33.3
VIL041415,48.2
VIL041416,16.5
VIL041417,37.3
VIL041418,7.5
VIL041419,28.2
VIL041420,96.1
VIL041421,36.7
VIL041422,56.4
VIL041423,90.1
VIL041424,22.5
VIL041425,36.2
VIL041426,11.8
VIL041427,30.7
VIL041428,29.9
VIL041429,100.0
VIL041430,100.0
VIL041431,81.8
VIL041432,66.8
VIL041433,38.9
VIL041434,28.5
VIL041435,53.5
VIL041436,16.7
VIL041437,19.3
VIL041438,18.2
VIL041439,100.0
VIL041440,52.6
VIL041441,19.5
VIL041442,17.3
VIL041443,38.1
VIL041444,22.0
VIL041445,58.4
VIL041446,87.5
VIL041447,73.7
VIL041448,55.7
VIL041449,76.7
VIL041450,22.9
VIL041451,93.5
VIL041452,70.1
VIL041453,48.2
VIL041454,14.6
VIL041455,46.3
VIL041456,27.1
VIL041457,42.1
VIL041458,6.9
VIL041459,100.0
VIL041460,29.4
VIL041461,46.9
VIL041462,46.0
VIL041463,52.9
VIL041464,80.7
VIL041465,13.9
VIL041466,50.6
VIL041467,40.4
VIL041468,55.9
VIL041469,61.8
VIL041470,15.2
VIL041471,74.7
VIL041472,74.6
VIL041473,56.1
VIL041474,26.2
VIL041475,32.0
VIL041476,28.0
VIL041477,35.5
VIL041478,59.3
VIL041479,45.6
VIL041480,14.5
VIL041481,94.2
VIL041482,44.3
VIL041483,16.7
VIL041484,2.2
VIL041485,57.6
VIL041486,54.1
VIL041487,77.1
VIL041488,54.9
VIL041489,19.6
VIL041490,58.7
VIL041491,57.3
VIL041492,38.8
VIL041493,41.0
VIL041494,25.8
VIL041495,59.2
VIL041496,15.5
VIL041497,42.4
VIL041498,0.0
VIL041499,41.9
VIL041500,52.3
VIL041501,33.6
VIL041502,58.4
VIL041503,59.0
VIL041504,61.6
VIL041505,70.8
VIL041506,99.5
VIL041507,5.5
VIL041508,12.0
VIL041509,16.2
VIL041510,37.2
VIL041511,18.7
VIL041512,100.0
VIL041513,73.1
VIL041514,0.0
VIL041515,76.1
VIL041516,86.2
VIL041517,29.7
VIL041518,92.9
VIL041519,96.5
VIL041520,22.3
VIL041521,94.6
VIL041522,41.7
VIL041523,15.3
VIL041524,13.3
VIL041525,32.6
VIL041526,39.5
VIL041527,6.8
VIL041528,23.6
VIL041529,52.0
VIL041530,48.0
VIL041531,85.1
VIL041532,47.5
VIL041533,40.1
VIL041534,33.1
VIL041535,61.0
VIL041536,71.5
VIL041537,51.3
VIL041538,49.7
VIL041539,44.8
VIL041540,39.1
VIL041541,99.6
VIL041542,45.6
VIL041543,37.5
VIL041544,8.8
VIL041545,10.1
VIL041546,45.5
VIL041547,35.5
VIL041548,25.8
VIL041549,51.9
VIL041550,45.0
VIL041551,53.5
VIL041552,100.0
VIL041553,25.1
VIL041554,19.9
VIL041555,25.9
VIL041556,75.5
VIL041557,33.6
VIL041558,65.5
VIL041559,87.9
VIL041560,47.6
VIL041561,32.1
VIL041562,40.8
VIL041563,64.0
VIL041564,37.6
VIL041565,100.0
VIL041566,59.0
VIL041567,44.3
VIL041568,26.2
VIL041569,79.2
VIL041570,57.8
VIL041571,54.7
VIL041572,11.7
VIL041573,94.4
VIL041574,47.0
VIL041575,73.7
VIL041576,40.6
VIL041577,24.0
VIL041578,17.5
VIL041579,47.8
VIL041580,33.6
VIL041581,28.8
VIL041582,63.4
VIL041583,47.5
VIL041584,30.4
VIL041585,0.0
VIL041586,48.4
VIL041587,64.3
VIL041588,92.3
VIL041589,29.4
VIL041590,12.1
VIL041591,59.7
VIL041592,73.8
VIL041593,90.9
VIL041594,58.4
VIL041595,6.8
VIL041596,54.5
VIL041597,38.1
VIL041598,50.4
VIL041599,88.4
VIL041600,24.4
VIL041601,40.3
VIL041602,13.3
VIL041603,22.1
VIL041604,73.8
VIL041605,59.1
VIL041606,100.0
VIL041607,31.1
VIL041608,66.8
VIL041609,81.8
VIL041610,41.8
VIL041611,47.3
VIL041612,28.1
VIL041613,45.9
VIL041614,27.8
VIL041615,32.9
VIL041616,21.0
VIL041617,45.5
VIL041618,57.4
VIL041619,9.7
VIL041620,1.9
VIL041621,48.1
VIL041622,5.9
VIL041623,33.3
VIL041624,48.0
VIL041625,30.8
VIL041626,16.6
VIL041627,32.7
VIL041628,78.1
VIL041629,18.8
VIL041630,96.6
VIL041631,79.7
VIL041632,17.7
VIL041633,74.1
VIL041634,67.0
VIL041635,37.1
VIL041636,18.6
VIL041637,55.5
VIL041638,29.7
VIL041639,44.8
VIL041640,58.7
VIL041641,78.0
VIL041642,55.2
VIL041643,45.1
VIL041644,62.0
VIL041645,48.1
VIL041646,32.3
VIL041647,41.3
VIL041648,56.0
VIL041649,16.2
VIL041650,100.0
VIL041651,53.6
VIL041652,41.0
VIL041653,93.1
VIL041654,100.0
VIL041655,76.3
VIL041656,16.2
VIL041657,39.4
VIL041658,29.9
VIL041659,98.0
VIL041660,80.3
VIL041661,50.4
VIL041662,63.1
VIL041663,18.9
VIL041664,5.9
VIL041665,83.0
VIL041666,35.5
VIL041667,96.7
VIL041668,46.6
VIL041669,54.1
VIL041670,94.0
VIL041671,72.4
VIL041672,59.7
VIL041673,46.2
VIL041674,38.8
VIL041675,19.0
VIL041676,44.4
VIL041677,34.8
VIL041678,23.0
VIL041679,27.5
VIL041680,12.8
VIL041681,37.4
VIL041682,50.2
VIL041683,0.0
VIL041684,20.5
VIL041685,54.7
VIL041686,13.9
VIL041687,20.2
VIL041688,42.8
VIL041689,42.3
VIL041690,43.1
VIL041691,50.4
VIL041692,45.6
VIL041693,55.3
VIL041694,28.9
VIL041695,98.4
VIL041696,19.8
VIL041697,61.9
VIL041698,30.0
VIL041699,59.9
VIL041700,13.2
VIL041701,4.4
VIL041702,46.7
VIL041703,21.5
VIL041704,8.7
VIL041705,23.1
VIL041706,60.4
VIL041707,56.0
VIL041708,37.8
VIL041709,95.0
VIL041710,65.5
VIL041711,100.0
VIL041712,40.7
VIL041713,52.1
VIL041714,50.1
VIL041715,90.4
VIL041716,34.7
VIL041717,53.8
VIL041718,52.3
VIL041719,15.3
VIL041720,66.3
VIL041721,28.0
VIL041722,75.8
VIL041723,21.7
VIL041724,24.5
VIL041725,95.7
VIL041726,57.0
VIL041727,11.1
VIL041728,100.0
VIL041729,66.3
VIL041730,7.5
VIL041731,46.3
VIL041732,43.6
VIL041733,25.4
VIL041734,56.4
VIL041735,39.2
VIL041736,66.9
VIL041737,52.3
VIL041738,36.2
VIL041739,44.3
VIL041740,52.2
VIL041741,100.0
VIL041742,53.9
VIL041743,49.2
VIL041744,25.0
VIL041745,37.4
VIL041746,36.1
VIL041747,60.1
VIL041748,34.1
VIL041749,0.0
VIL041750,25.4
VIL041751,45.2
VIL041752,63.9
VIL041753,27.9
VIL041754,11.9
VIL041755,10.0
VIL041756,79.1
VIL041757,38.6
VIL041758,18.8
VIL041759,76.3
VIL041760,0.0
VIL041761,35.8
VIL041762,43.0
VIL041763,52.5
VIL041764,57.3
VIL041765,21.6
VIL041766,18.9
VIL041767,34.7
VIL041768,29.0
VIL041769,21.7
VIL041770,100.0
VIL041771,18.6
VIL041772,40.8
VIL041773,61.7
VIL041774,24.0
VIL041775,70.3
VIL041776,35.3
VIL041777,43.4
VIL041778,67.6
VIL041779,19.9
VIL041780,33.5
VIL041781,23.9
VIL041782,62.9
VIL041783,47.5
VIL041784,81.4
VIL041785,29.8
VIL041786,98.7
VIL041787,61.4
VIL041788,18.2
VIL041789,65.6
VIL041790,30.0
VIL041791,29.5
VIL041792,24.2
VIL041793,60.4
VIL041794,83.6
VIL041795,65.1
VIL041796,64.7
VIL041797,57.5
VIL041798,30.7
VIL041799,26.1
VIL041800,30.3
VIL041801,69.9
VIL041802,40.0
VIL041803,59.1
VIL041804,5.3
VIL041805,43.6
VIL041806,23.3
VIL041807,40.4
VIL041808,69.2
VIL041809,35.0
VIL041810,93.1
VIL041811,91.0
VIL041812,40.3
VIL041813,26.3
VIL041814,20.2
VIL041815,21.7
VIL041816,35.6
VIL041817,76.0
VIL041818,13.0
VIL041819,83.5
VIL041820,44.6
VIL041821,24.2
VIL041822,55.2
VIL041823,50.1
VIL041824,70.8
VIL041825,47.5
VIL041826,69.6
VIL041827,58.4
VIL041828,34.5
VIL041829,30.0
VIL041830,29.0
VIL041831,37.0
VIL041832,35.2
VIL041833,50.3
VIL041834,74.8
VIL041835,68.2
VIL041836,0.0
VIL041837,51.1
VIL041838,28.9
VIL041839,62.7
VIL041840,11.7
VIL041841,28.7
VIL041842,77.4
VIL041843,38.6
VIL041844,48.7
VIL041845,19.1
VIL041846,48.8
VIL041847,49.6
VIL041848,75.8
VIL041849,33.4
VIL041850,19.8
VIL041851,36.5
VIL041852,9.0
VIL041853,92.2
VIL041854,100.0
VIL041855,37.7
VIL041856,31.2
VIL041857,50.8
VIL041858,46.0
VIL041859,39.8
VIL041860,0.0
VIL041861,7.9
VIL041862,45.8
VIL041863,15.9
VIL041864,50.2
VIL041865,5.2
VIL041866,51.3
VIL041867,26.3
VIL041868,47.8
VIL041869,48.3
VIL041870,10.9
VIL041871,54.8
VIL041872,2.6
VIL041873,65.3
VIL041874,31.7
VIL041875,41.4
VIL041876,23.8
VIL041877,79.5
VIL041878,48.8
VIL041879,78.1
VIL041880,66.3
VIL041881,22.6
VIL041882,34.1
VIL041883,59.4
VIL041884,89.1
VIL041885,41.7
VIL041886,50.4
VIL041887,48.0
VIL041888,18.0
VIL041889,72.3
VIL041890,0.0
VIL041891,82.7
VIL041892,97.2
VIL041893,51.3
VIL041894,38.8
VIL041895,54.1
VIL041896,82.7
VIL041897,93.4
VIL041898,38.0
VIL041899,48.9
VIL041900,66.0
VIL041901,23.8
VIL041902,85.9
VIL041903,77.1
VIL041904,41.9
VIL041905,0.0
VIL041906,35.6
VIL041907,81.3
VIL041908,20.0
VIL041909,6.1
VIL041910,16.3
VIL041911,15.3
VIL041912,31.7
VIL041913,35.2
VIL041914,16.9
VIL041915,68.2
VIL041916,75.1
VIL041917,20.2
VIL041918,18.8
VIL041919,50.8
VIL041920,4.2
VIL041921,26.3
VIL041922,19.4
VIL041923,49.8
VIL041924,37.7
VIL041925,74.4
VIL041926,48.0
VIL041927,68.9
VIL041928,48.3
VIL041929,22.3
VIL041930,87.5
VIL041931,94.2
VIL041932,44.6
VIL041933,54.2
VIL041934,33.9
VIL041935,52.7
VIL041936,55.4
VIL041937,20.5
VIL041938,23.5
VIL041939,77.8
VIL041940,50.9
VIL041941,100.0
VIL041942,62.2
VIL041943,27.3
VIL041944,40.8
VIL041945,57.5
VIL041946,23.5
VIL041947,72.9
VIL041948,37.7
VIL041949,47.1
VIL041950,87.3
VIL041951,94.9
VIL041952,25.3
VIL041953,61.2
VIL041954,48.6
VIL041955,24.2
VIL041956,91.6
VIL041957,33.4
VIL041958,33.4
VIL041959,60.9
VIL041960,47.7
VIL041961,47.9
VIL041962,11.8
VIL041963,52.5
VIL041964,45.4
VIL041965,39.1
VIL041966,55.7
VIL041967,70.0
VIL041968,32.7
VIL041969,33.9
VIL041970,50.2
VIL041971,13.7
VIL041972,31.0
VIL041973,61.4
VIL041974,51.2
VIL041975,100.0
VIL041976,15.2
VIL041977,45.5
VIL041978,5.6
VIL041979,34.5
VIL041980,40.2
