village_id,pmay_beneficiaries_per_1000hh
VIL028462,165.7
VIL028463,194.8
VIL028464,96.8
VIL028465,59.7
VIL028466,167.8
VIL028467,18.9
VIL028468,57.4
VIL028469,124.1
VIL028470,72.5
VIL028471,97.9
VIL028472,10.5
VIL028473,0.0
VIL028474,202.2
VIL028475,76.1
VIL028476,134.0
VIL028477,106.6
VIL028478,100.6
VIL028479,223.1
VIL028480,229.6
VIL028481,71.6
VIL028482,253.4
VIL028483,53.7
VIL028484,130.2
VIL028485,209.3
VIL028486,79.0
VIL028487,187.1
VIL028488,41.5
VIL028489,114.3
VIL028490,118.7
VIL028491,19.9
VIL028492,29.6
VIL028493,169.9
VIL028494,162.7
VIL028495,79.0
VIL028496,213.0
VIL028497,72.3
VIL028498,200.1
VIL028499,124.4
VIL028500,134.2
VIL028501,51.6
VIL028502,71.1
VIL028503,80.8
VIL028504,180.6
VIL028505,67.6
VIL028506,115.0
VIL028507,110.6
VIL028508,134.3
VIL028509,101.8
VIL028510,164.1
VIL028511,144.0
VIL028512,89.6
VIL028513,116.2
VIL028514,138.7
VIL028515,114.9
VIL028516,76.3
VIL028517,85.4
VIL028518,21.1
VIL028519,114.7
VIL028520,90.3
VIL028521,81.0
VIL028522,109.3
VIL028523,152.6
VIL028524,180.1
VIL028525,248.0
VIL028526,215.6
VIL028527,230.6
VIL028528,187.7
VIL028529,108.6
VIL028530,20.5
VIL028531,85.4
VIL028532,15.9
VIL028533,26.5
VIL028534,111.3
VIL028535,200.3
VIL028536,145.6
VIL028537,75.7
VIL028538,84.8
VIL028539,73.4
VIL028540,184.5
VIL028541,25.6
VIL028542,144.6
VIL028543,66.1
VIL028544,133.7
VIL028545,227.9
VIL028546,250.7
VIL028547,32.6
VIL028548,214.4
VIL028549,163.0
VIL028550,39.5
VIL028551,110.7
VIL028552,228.0
VIL028553,94.4
VIL028554,30.3
VIL028555,192.0
VIL028556,173.3
VIL028557,216.4
VIL028558,87.0
VIL028559,147.6
VIL028560,150.7
VIL028561,127.2
VIL028562,190.8
VIL028563,73.4
VIL028564,227.1
VIL028565,93.5
VIL028566,46.6
VIL028567,144.8
VIL028568,73.3
VIL028569,149.0
VIL028570,107.2
VIL028571,30.9
VIL028572,91.3
VIL028573,79.6
VIL028574,125.3
VIL028575,66.6
VIL028576,73.7
VIL028577,88.5
VIL028578,74.4
VIL028579,181.1
VIL028580,99.6
VIL028581,141.1
VIL028582,81.6
VIL028583,64.6
VIL028584,95.9
VIL028585,216.8
VIL028586,15.1
VIL028587,186.4
VIL028588,10.4
VIL028589,33.5
VIL028590,63.8
VIL028591,13.9
VIL028592,75.1
VIL028593,55.6
VIL028594,124.8
VIL028595,168.2
VIL028596,187.9
VIL028597,83.8
VIL028598,83.8
VIL028599,65.9
VIL028600,58.1
VIL028601,137.8
VIL028602,170.0
VIL028603,124.2
VIL028604,137.5
VIL028605,3.9
VIL028606,253.7
VIL028607,102.7
VIL028608,92.4
VIL028609,234.9
VIL028610,229.5
VIL028611,128.3
VIL028612,39.0
VIL028613,108.8
VIL028614,196.5
VIL028615,167.6
VIL028616,213.6
VIL028617,91.7
VIL028618,148.5
VIL028619,209.4
VIL028620,129.3
VIL028621,218.5
VIL028622,129.5
VIL028623,157.2
VIL028624,166.3
VIL028625,192.4
VIL028626,60.0
VIL028627,153.5
VIL028628,101.4
VIL028629,204.9
VIL028630,9.2
VIL028631,91.9
VIL028632,158.9
VIL028633,60.7
VIL028634,85.0
VIL028635,94.9
VIL028636,122.8
VIL028637,143.4
VIL028638,8.8
VIL028639,216.7
VIL028640,18.4
VIL028641,112.4
VIL028642,49.5
VIL028643,221.8
VIL028644,81.2
VIL028645,97.1
VIL028646,146.4
VIL028647,250.9
VIL028648,37.4
VIL028649,220.5
VIL028650,64.9
VIL028651,186.4
VIL028652,12.2
VIL028653,58.0
VIL028654,59.4
VIL028655,204.6
VIL028656,178.9
VIL028657,107.8
VIL028658,126.7
VIL028659,17.4
VIL028660,61.8
VIL028661,94.7
VIL028662,181.3
VIL028663,228.6
VIL028664,139.3
VIL028665,83.1
VIL028666,197.3
VIL028667,44.2
VIL028668,132.9
VIL028669,36.6
VIL028670,151.9
VIL028671,102.5
VIL028672,105.0
VIL028673,87.3
VIL028674,78.2
VIL028675,191.2
VIL028676,203.1
VIL028677,191.9
VIL028678,37.8
VIL028679,74.6
VIL028680,100.3
VIL028681,197.1
VIL028682,122.1
VIL028683,133.7
VIL028684,53.0
VIL028685,160.0
VIL028686,197.6
VIL028687,259.6
VIL028688,246.5
VIL028689,116.7
VIL028690,67.8
VIL028691,121.2
VIL028692,92.3
VIL028693,213.8
VIL028694,181.4
VIL028695,80.4
VIL028696,35.1
VIL028697,28.2
VIL028698,31.1
VIL028699,85.9
VIL028700,77.7
VIL028701,186.0
VIL028702,63.6
VIL028703,206.6
VIL028704,112.5
VIL028705,161.8
VIL028706,186.2
VIL028707,0.0
VIL028708,173.5
VIL028709,71.6
VIL028710,122.1
VIL028711,70.0
VIL028712,44.1
VIL028713,125.5
VIL028714,20.6
VIL028715,171.2
VIL028716,98.0
VIL028717,63.5
VIL028718,78.3
VIL028719,91.2
VIL028720,171.7
VIL028721,216.4
VIL028722,77.9
VIL028723,107.7
VIL028724,196.1
VIL028725,125.7
VIL028726,69.0
VIL028727,130.2
VIL028728,92.7
VIL028729,74.1
VIL028730,146.7
VIL028731,216.6
VIL028732,155.1
VIL028733,127.5
VIL028734,74.8
VIL028735,28.1
VIL028736,49.0
VIL028737,39.0
VIL028738,229.3
VIL028739,134.8
VIL028740,135.3
VIL028741,242.3
VIL028742,15.6
VIL028743,124.7
VIL028744,205.5
VIL028745,166.8
VIL028746,20.6
VIL028747,189.5
VIL028748,274.4
VIL028749,208.7
VIL028750,248.5
VIL028751,30.2
VIL028752,48.0
VIL028753,136.9
VIL028754,250.0
VIL028755,51.7
VIL028756,190.4
VIL028757,227.0
VIL028758,168.6
VIL028759,145.9
VIL028760,113.6
VIL028761,101.0
VIL028762,137.3
VIL028763,162.3
VIL028764,45.9
VIL028765,221.1
VIL028766,79.9
VIL028767,53.4
VIL028768,206.7
VIL028769,85.4
VIL028770,110.1
VIL028771,133.1
VIL028772,63.7
VIL028773,160.5
VIL028774,151.5
VIL028775,66.8
VIL028776,54.3
VIL028777,99.1
VIL028778,83.6
VIL028779,165.3
VIL028780,67.8
VIL028781,240.5
VIL028782,45.3
VIL028783,66.6
VIL028784,117.0
VIL028785,217.7
VIL028786,106.7
VIL028787,0.0
VIL028788,0.0
VIL028789,107.9
VIL028790,168.2
VIL028791,84.6
VIL028792,112.1
VIL028793,49.6
VIL028794,81.3
VIL028795,176.3
VIL028796,130.5
VIL028797,51.8
VIL028798,111.2
VIL028799,146.9
VIL028800,240.0
VIL028801,103.3
VIL028802,242.2
VIL028803,88.6
VIL028804,30.9
VIL028805,212.4
VIL028806,268.1
VIL028807,73.4
VIL028808,86.1
VIL028809,7.3
VIL028810,19.6
VIL028811,192.9
VIL028812,146.3
VIL028813,23.7
VIL028814,183.0
VIL028815,30.6
VIL028816,10.1
VIL028817,30.4
VIL028818,116.8
VIL028819,258.8
VIL028820,200.9
VIL028821,102.9
VIL028822,97.9
VIL028823,1.0
VIL028824,242.8
VIL028825,114.7
VIL028826,172.2
VIL028827,95.7
VIL028828,148.3
VIL028829,179.8
VIL028830,126.6
VIL028831,142.7
VIL028832,229.7
VIL028833,99.5
VIL028834,51.5
VIL028835,202.9
VIL028836,29.3
VIL028837,76.1
VIL028838,132.4
VIL028839,203.3
VIL028840,114.9
VIL028841,59.3
VIL028842,79.5
VIL028843,66.2
VIL028844,38.7
VIL028845,161.3
VIL028846,59.1
VIL028847,196.6
VIL028848,83.0
VIL028849,8.8
VIL028850,107.4
VIL028851,63.4
VIL028852,63.9
VIL028853,218.4
VIL028854,77.3
VIL028855,13.3
VIL028856,125.8
VIL028857,154.9
VIL028858,109.2
VIL028859,121.5
VIL028860,69.5
VIL028861,223.7
VIL028862,50.7
VIL028863,116.5
VIL028864,112.4
VIL028865,155.3
VIL028866,187.4
VIL028867,146.9
VIL028868,90.1
VIL028869,39.1
VIL028870,74.5
VIL028871,64.6
VIL028872,141.4
VIL028873,84.9
VIL028874,65.0
VIL028875,94.2
VIL028876,225.7
VIL028877,91.2
VIL028878,117.9
VIL028879,191.1
VIL028880,160.9
VIL028881,86.7
VIL028882,41.4
VIL028883,89.9
VIL028884,91.2
VIL028885,262.5
VIL028886,46.5
VIL028887,99.3
VIL028888,78.9
VIL028889,96.9
VIL028890,227.8
VIL028891,88.8
VIL028892,103.3
VIL028893,212.5
VIL028894,119.6
VIL028895,135.1
VIL028896,28.2
VIL028897,75.1
VIL028898,257.2
VIL028899,62.6
VIL028900,149.9
VIL028901,188.8
VIL028902,113.8
VIL028903,90.5
VIL028904,150.5
VIL028905,97.3
VIL028906,78.9
VIL028907,84.2
VIL028908,52.0
VIL028909,206.1
VIL028910,156.4
VIL028911,143.3
VIL028912,198.5
VIL028913,180.3
VIL028914,201.5
VIL028915,137.6
VIL028916,75.0
VIL028917,127.4
VIL028918,105.4
VIL028919,107.1
VIL028920,93.8
VIL028921,15.9
VIL028922,77.1
VIL028923,180.7
VIL028924,58.3
VIL028925,217.2
VIL028926,130.0
VIL028927,172.6
VIL028928,114.7
VIL028929,150.2
VIL028930,259.2
VIL028931,44.6
VIL028932,54.1
VIL028933,102.8
VIL028934,0.0
VIL028935,181.5
VIL028936,227.6
VIL028937,201.4
VIL028938,152.9
VIL028939,234.8
VIL028940,186.7
VIL028941,110.4
VIL028942,98.1
VIL028943,34.3
VIL028944,170.5
VIL028945,85.8
VIL028946,79.2
VIL028947,110.2
VIL028948,143.4
VIL028949,70.5
VIL028950,0.0
VIL028951,25.2
VIL028952,172.0
VIL028953,50.4
VIL028954,120.6
VIL028955,141.3
VIL028956,118.8
VIL028957,44.1
VIL028958,127.9
VIL028959,236.7
VIL028960,40.7
VIL028961,30.0
VIL028962,30.8
VIL028963,0.0
VIL028964,37.3
VIL028965,154.4
VIL028966,23.4
VIL028967,62.8
VIL028968,18.6
VIL028969,4.1
VIL028970,130.8
VIL028971,59.7
VIL028972,30.5
VIL028973,67.6
VIL028974,207.2
VIL028975,191.1
VIL028976,89.1
VIL028977,70.1
VIL028978,0.0
VIL028979,50.6
VIL028980,115.3
VIL028981,134.1
VIL028982,164.3
VIL028983,151.8
VIL028984,130.1
VIL028985,1.5
VIL028986,95.5
VIL028987,217.0
VIL028988,213.2
VIL028989,92.0
VIL028990,70.8
VIL028991,32.2
VIL028992,149.7
VIL028993,159.1
VIL028994,10.8
VIL028995,49.6
VIL028996,214.9
VIL028997,92.5
VIL028998,176.0
VIL028999,26.6
VIL029000,124.4
VIL029001,248.7
VIL029002,58.3
VIL029003,149.8
VIL029004,106.9
VIL029005,86.8
VIL029006,166.5
VIL029007,0.0
VIL029008,79.8
VIL029009,146.4
VIL029010,78.9
VIL029011,48.5
VIL029012,268.3
VIL029013,179.3
VIL029014,14.9
VIL029015,106.1
VIL029016,20.5
VIL029017,190.4
VIL029018,67.7
VIL029019,259.7
VIL029020,83.5
VIL029021,96.5
VIL029022,141.1
VIL029023,0.0
VIL029024,17.1
VIL029025,98.6
VIL029026,86.3
VIL029027,101.9
VIL029028,106.5
VIL029029,144.5
VIL029030,32.6
VIL029031,190.7
VIL029032,169.7
VIL029033,123.7
VIL029034,176.3
VIL029035,64.9
VIL029036,152.7
VIL029037,239.7
VIL029038,230.2
VIL029039,86.9
VIL029040,172.5
VIL029041,0.0
VIL029042,129.0
VIL029043,6.8
VIL029044,107.3
VIL029045,210.9
VIL029046,90.3
VIL029047,219.4
VIL029048,42.5
VIL029049,75.5
VIL029050,140.2
VIL029051,1.4
VIL029052,52.2
VIL029053,68.6
VIL029054,160.9
VIL029055,127.6
VIL029056,90.0
VIL029057,186.0
VIL029058,85.3
VIL029059,177.9
VIL029060,120.2
VIL029061,179.0
VIL029062,121.1
VIL029063,163.8
VIL029064,238.2
VIL029065,60.3
VIL029066,89.8
VIL029067,80.3
VIL029068,115.1
VIL029069,243.7
VIL029070,91.9
VIL029071,30.0
VIL029072,212.7
VIL029073,163.8
VIL029074,54.1
VIL029075,106.8
VIL029076,118.8
VIL029077,171.9
VIL029078,44.5
VIL029079,78.4
VIL029080,237.5
VIL029081,60.2
VIL029082,226.0
VIL029083,49.2
VIL029084,86.1
VIL029085,17.7
VIL029086,0.0
VIL029087,181.3
VIL029088,43.3
VIL029089,196.7
VIL029090,78.7
VIL029091,228.9
VIL029092,133.5
VIL029093,131.2
VIL029094,81.5
VIL029095,88.0
VIL029096,85.7
VIL029097,70.0
VIL029098,240.3
VIL029099,160.1
VIL029100,182.7
VIL029101,38.4
VIL029102,166.4
VIL029103,13.3
VIL029104,222.5
VIL029105,176.2
VIL029106,85.4
VIL029107,69.2
VIL029108,235.9
VIL029109,206.7
VIL029110,47.1
VIL029111,146.7
VIL029112,165.4
VIL029113,196.0
VIL029114,81.1
VIL029115,165.2
VIL029116,137.0
VIL029117,173.5
VIL029118,57.0
VIL029119,101.8
VIL029120,198.0
VIL029121,160.6
VIL029122,237.3
VIL029123,215.0
VIL029124,92.4
VIL029125,210.5
VIL029126,53.3
VIL029127,123.3
VIL029128,83.3
VIL029129,251.6
VIL029130,67.5
VIL029131,30.8
VIL029132,72.0
VIL029133,154.6
VIL029134,123.8
VIL029135,46.5
VIL029136,61.3
VIL029137,157.7
VIL029138,143.2
VIL029139,112.8
VIL029140,28.4
VIL029141,37.9
VIL029142,0.0
VIL029143,228.7
VIL029144,53.8
VIL029145,70.6
VIL029146,130.8
VIL029147,206.4
VIL029148,182.6
VIL029149,112.1
VIL029150,76.4
VIL029151,263.1
VIL029152,107.2
VIL029153,207.4
VIL029154,64.4
VIL029155,172.2
VIL029156,132.8
VIL029157,137.8
VIL029158,284.7
VIL029159,138.3
VIL029160,70.4
VIL029161,129.6
VIL029162,51.1
VIL029163,106.6
VIL029164,74.1
VIL029165,79.0
VIL029166,179.2
VIL029167,165.5
VIL029168,132.0
VIL029169,59.3
VIL029170,176.6
VIL029171,147.5
VIL029172,238.9
VIL029173,246.7
VIL029174,159.8
VIL029175,130.6
VIL029176,209.1
VIL029177,115.8
VIL029178,50.7
VIL029179,137.6
VIL029180,91.9
VIL029181,25.6
VIL029182,185.3
VIL029183,188.9
VIL029184,152.1
VIL029185,127.7
VIL029186,193.3
VIL029187,70.2
VIL029188,12.4
VIL029189,117.1
VIL029190,92.5
VIL029191,96.8
VIL029192,89.8
VIL029193,271.7
VIL029194,60.5
VIL029195,125.5
VIL029196,104.3
VIL029197,196.4
VIL029198,69.3
VIL029199,75.5
VIL029200,50.9
VIL029201,146.6
VIL029202,75.5
VIL029203,108.4
VIL029204,176.1
VIL029205,85.5
VIL029206,75.0
VIL029207,43.0
VIL029208,151.9
VIL029209,166.8
VIL029210,215.2
VIL029211,55.0
VIL029212,10.3
VIL029213,85.1
VIL029214,186.6
VIL029215,183.3
VIL029216,36.4
VIL029217,19.0
VIL029218,107.1
VIL029219,21.5
VIL029220,202.7
VIL029221,165.5
VIL029222,184.8
VIL029223,119.3
VIL029224,149.5
VIL029225,103.4
VIL029226,146.1
VIL029227,45.1
VIL029228,170.6
VIL029229,196.3
VIL029230,180.0
VIL029231,200.8
VIL029232,7.3
VIL029233,100.8
VIL029234,136.1
VIL029235,71.4
VIL029236,226.3
VIL029237,232.2
VIL029238,116.1
VIL029239,154.5
VIL029240,100.8
VIL029241,92.2
VIL029242,63.5
VIL029243,50.2
VIL029244,115.2
VIL029245,34.9
VIL029246,50.9
VIL029247,3.1
VIL029248,145.0
VIL029249,76.3
VIL029250,127.7
VIL029251,0.0
VIL029252,115.2
VIL029253,233.6
VIL029254,72.1
VIL029255,40.0
VIL029256,178.7
VIL029257,95.0
VIL029258,156.3
VIL029259,20.1
VIL029260,141.7
VIL029261,120.5
VIL029262,162.8
VIL029263,242.0
VIL029264,79.1
VIL029265,169.2
VIL029266,240.7
VIL029267,74.8
VIL029268,195.5
VIL029269,153.8
VIL029270,229.6
VIL029271,161.6
VIL029272,213.1
VIL029273,26.7
VIL029274,137.0
VIL029275,71.0
VIL029276,180.8
VIL029277,0.0
VIL029278,91.4
VIL029279,52.2
VIL029280,42.3
VIL029281,123.9
VIL029282,277.8
VIL029283,210.5
VIL029284,113.9
VIL029285,68.9
VIL029286,53.1
VIL029287,184.7
VIL029288,41.7
VIL029289,165.4
VIL029290,78.0
VIL029291,106.7
VIL029292,41.0
VIL029293,49.4
VIL029294,108.6
VIL029295,93.3
VIL029296,284.0
VIL029297,225.7
VIL029298,20.1
VIL029299,204.3
VIL029300,149.2
VIL029301,93.9
VIL029302,197.8
VIL029303,152.6
VIL029304,228.4
VIL029305,160.2
VIL029306,240.7
VIL029307,82.2
VIL029308,165.1
VIL029309,138.1
VIL029310,213.2
VIL029311,48.0
VIL029312,207.1
VIL029313,178.1
VIL029314,33.2
VIL029315,233.2
VIL029316,220.5
VIL029317,227.0
VIL029318,172.6
VIL029319,97.1
VIL029320,139.0
VIL029321,7.9
VIL029322,215.0
VIL029323,14.3
VIL029324,24.3
VIL029325,226.0
VIL029326,148.1
VIL029327,5.1
VIL029328,43.3
VIL029329,209.0
VIL029330,0.0
VIL029331,143.5
VIL029332,154.1
VIL029333,73.7
VIL029334,100.9
VIL029335,217.0
VIL029336,127.0
VIL029337,245.4
VIL029338,216.5
VIL029339,2.5
VIL029340,136.3
VIL029341,125.7
VIL029342,210.6
VIL029343,141.8
VIL029344,260.9
VIL029345,81.9
VIL029346,118.4
VIL029347,70.8
VIL029348,27.6
VIL029349,31.5
VIL029350,134.4
VIL029351,99.5
VIL029352,215.2
VIL029353,36.0
VIL029354,35.4
VIL029355,190.8
VIL029356,243.8
VIL029357,97.0
VIL029358,20.8
VIL029359,24.1
VIL029360,72.8
VIL029361,110.3
VIL029362,170.9
VIL029363,89.4
VIL029364,135.3
VIL029365,101.5
VIL029366,183.9
VIL029367,95.6
VIL029368,128.5
VIL029369,14.5
VIL029370,9.5
VIL029371,234.2
VIL029372,131.6
VIL029373,98.3
VIL029374,250.8
VIL029375,118.7
VIL029376,225.2
VIL029377,41.0
VIL029378,140.6
VIL029379,167.7
VIL029380,55.9
VIL029381,28.7
VIL029382,72.6
VIL029383,169.2
VIL029384,199.3
VIL029385,218.4
VIL029386,31.2
VIL029387,83.9
VIL029388,179.0
VIL029389,114.5
VIL029390,145.5
VIL029391,92.7
VIL029392,10.6
VIL029393,184.2
VIL029394,176.1
VIL029395,191.6
VIL029396,169.8
VIL029397,181.3
VIL029398,141.3
VIL029399,163.5
VIL029400,276.1
VIL029401,226.6
VIL029402,104.1
VIL029403,0.0
VIL029404,186.0
VIL029405,227.8
VIL029406,12.9
VIL029407,114.8
VIL029408,0.0
VIL029409,171.6
VIL029410,241.6
VIL029411,23.3
VIL029412,117.2
VIL029413,85.5
VIL029414,130.0
VIL029415,90.3
VIL029416,18.8
VIL029417,10.7
VIL029418,102.6
VIL029419,94.3
VIL029420,24.8
VIL029421,100.9
VIL029422,96.5
VIL029423,142.6
VIL029424,116.1
VIL029425,48.9
VIL029426,230.8
VIL029427,111.8
VIL029428,163.2
VIL029429,139.9
VIL029430,183.3
VIL029431,69.6
VIL029432,128.3
VIL029433,190.6
VIL029434,193.1
VIL029435,195.4
VIL029436,69.8
VIL029437,226.9
VIL029438,28.2
VIL029439,0.0
VIL029440,116.1
VIL029441,128.0
VIL029442,134.1
VIL029443,90.8
VIL029444,89.5
VIL029445,37.7
VIL029446,19.7
VIL029447,171.1
VIL029448,233.6
VIL029449,187.0
VIL029450,178.8
VIL029451,25.2
VIL029452,113.7
VIL029453,169.5
VIL029454,1.0
VIL029455,40.9
VIL029456,126.0
VIL029457,33.9
VIL029458,53.9
VIL029459,106.0
VIL029460,36.4
VIL029461,155.9
VIL029462,220.8
VIL029463,102.7
VIL029464,160.8
VIL029465,15.5
VIL029466,114.8
VIL029467,82.6
VIL029468,0.0
VIL029469,219.4
VIL029470,146.5
VIL029471,76.9
VIL029472,251.9
VIL029473,89.3
VIL029474,141.7
VIL029475,103.3
VIL029476,95.6
VIL029477,91.3
VIL029478,130.2
VIL029479,0.0
VIL029480,85.6
VIL029481,125.3
VIL029482,102.5
VIL029483,66.1
VIL029484,157.1
VIL029485,184.6
VIL029486,155.7
VIL029487,232.5
VIL029488,77.9
VIL029489,222.6
VIL029490,194.3
VIL029491,100.0
VIL029492,90.1
VIL029493,97.8
VIL029494,229.1
VIL029495,203.4
VIL029496,42.5
VIL029497,44.5
VIL029498,172.9
VIL029499,98.9
VIL029500,125.1
VIL029501,239.1
VIL029502,93.6
VIL029503,129.1
VIL029504,184.4
VIL029505,172.1
VIL029506,166.4
VIL029507,175.9
VIL029508,136.0
VIL029509,80.2
VIL029510,241.1
VIL029511,122.5
VIL029512,46.3
VIL029513,20.7
VIL029514,71.9
VIL029515,36.0
VIL029516,149.4
VIL029517,116.0
VIL029518,170.1
VIL029519,0.0
VIL029520,67.8
VIL029521,86.1
VIL029522,255.9
VIL029523,0.3
VIL029524,112.6
VIL029525,157.1
VIL029526,118.3
VIL029527,199.2
VIL029528,195.4
VIL029529,30.4
VIL029530,112.3
VIL029531,66.5
VIL029532,58.5
VIL029533,113.4
VIL029534,206.4
VIL029535,164.8
VIL029536,129.3
VIL029537,89.6
VIL029538,65.7
VIL029539,77.3
VIL029540,10.9
VIL029541,194.2
VIL029542,42.3
VIL029543,187.7
VIL029544,14.0
VIL029545,152.2
VIL029546,229.2
VIL029547,151.7
VIL029548,193.1
VIL029549,46.3
VIL029550,203.8
VIL029551,16.4
VIL029552,229.9
VIL029553,80.3
VIL029554,275.4
VIL029555,135.9
VIL029556,128.0
VIL029557,20.2
VIL029558,50.9
VIL029559,110.1
VIL029560,0.0
VIL029561,57.8
VIL029562,100.6
VIL029563,0.0
VIL029564,57.4
VIL029565,98.8
VIL029566,207.0
VIL029567,255.2
VIL029568,186.8
VIL029569,199.0
VIL029570,256.9
VIL029571,80.0
VIL029572,79.2
VIL029573,52.2
VIL029574,117.8
VIL029575,51.2
VIL029576,98.2
VIL029577,64.2
VIL029578,162.1
VIL029579,109.6
VIL029580,16.0
VIL029581,94.7
VIL029582,122.1
VIL029583,210.8
VIL029584,166.3
VIL029585,60.7
VIL029586,17.9
VIL029587,21.8
VIL029588,166.8
VIL029589,99.1
VIL029590,88.8
VIL029591,27.4
VIL029592,100.1
VIL029593,64.2
VIL029594,92.9
VIL029595,89.3
VIL029596,133.2
VIL029597,179.3
VIL029598,95.8
VIL029599,204.3
VIL029600,188.5
VIL029601,138.2
VIL029602,101.2
VIL029603,220.5
VIL029604,149.4
VIL029605,224.0
VIL029606,137.1
VIL029607,92.0
VIL029608,25.2
VIL029609,70.8
VIL029610,152.4
VIL029611,163.4
VIL029612,33.3
VIL029613,77.0
VIL029614,81.8
VIL029615,65.3
VIL029616,9.8
VIL029617,99.0
VIL029618,187.9
VIL029619,111.2
VIL029620,125.3
VIL029621,141.3
VIL029622,89.5
VIL029623,83.5
VIL029624,98.7
VIL029625,188.3
VIL029626,262.9
VIL029627,178.5
VIL029628,100.7
VIL029629,117.1
VIL029630,60.7
VIL029631,89.1
VIL029632,105.3
VIL029633,28.5
VIL029634,132.3
VIL029635,121.6
VIL029636,114.8
VIL029637,118.9
VIL029638,2.5
VIL029639,38.6
VIL029640,231.2
VIL029641,87.9
VIL029642,222.5
VIL029643,97.3
VIL029644,171.2
VIL029645,48.8
VIL029646,210.8
VIL029647,175.2
VIL029648,156.1
VIL029649,159.6
VIL029650,209.3
VIL029651,71.9
VIL029652,213.9
VIL029653,229.9
VIL029654,170.6
VIL029655,100.4
VIL029656,38.0
VIL029657,49.8
VIL029658,218.1
VIL029659,0.0
VIL029660,132.5
VIL029661,70.8
VIL029662,89.8
VIL029663,113.8
VIL029664,42.4
VIL029665,41.2
VIL029666,218.3
VIL029667,80.0
VIL029668,63.5
VIL029669,209.1
VIL029670,164.2
VIL029671,0.0
VIL029672,86.0
VIL029673,0.0
VIL029674,105.4
VIL029675,12.2
VIL029676,116.7
VIL029677,236.5
VIL029678,68.0
VIL029679,105.2
VIL029680,89.2
VIL029681,117.3
VIL029682,181.2
VIL029683,82.3
VIL029684,60.9
VIL029685,100.0
VIL029686,36.4
VIL029687,92.9
VIL029688,129.7
VIL029689,50.6
VIL029690,32.8
VIL029691,16.1
VIL029692,86.8
VIL029693,34.4
VIL029694,147.5
VIL029695,94.2
VIL029696,77.1
VIL029697,90.0
VIL029698,48.5
VIL029699,67.0
VIL029700,125.9
VIL029701,145.8
VIL029702,226.9
VIL029703,25.4
VIL029704,142.8
VIL029705,53.5
VIL029706,102.3
VIL029707,49.7
VIL029708,9.3
VIL029709,172.9
VIL029710,92.6
VIL029711,142.3
VIL029712,54.3
VIL029713,28.6
VIL029714,159.8
VIL029715,131.2
VIL029716,244.2
VIL029717,133.1
VIL029718,113.6
VIL029719,147.2
VIL029720,133.6
VIL029721,178.4
VIL029722,146.3
VIL029723,255.7
VIL029724,122.7
VIL029725,200.8
VIL029726,63.2
VIL029727,76.1
VIL029728,196.7
VIL029729,222.5
VIL029730,18.8
VIL029731,35.2
VIL029732,8.3
VIL029733,153.1
VIL029734,59.3
VIL029735,27.0
VIL029736,112.6
VIL029737,106.3
VIL029738,55.7
VIL029739,201.2
VIL029740,144.8
VIL029741,48.2
VIL029742,142.4
VIL029743,47.6
VIL029744,106.6
VIL029745,119.0
VIL029746,74.1
VIL029747,116.1
VIL029748,51.1
VIL029749,198.9
VIL029750,214.7
VIL029751,228.8
VIL029752,48.7
VIL029753,62.9
VIL029754,132.7
VIL029755,92.4
VIL029756,100.5
VIL029757,107.7
VIL029758,118.1
VIL029759,227.9
VIL029760,116.4
VIL029761,102.5
VIL029762,63.1
VIL029763,106.5
VIL029764,20.6
VIL029765,67.1
VIL029766,104.7
VIL029767,72.6
VIL029768,20.7
VIL029769,214.1
VIL029770,103.2
VIL029771,139.4
VIL029772,221.3
VIL029773,243.0
VIL029774,60.5
VIL029775,51.5
VIL029776,26.3
VIL029777,47.9
VIL029778,97.1
VIL029779,236.5
VIL029780,38.7
VIL029781,37.7
VIL029782,199.9
VIL029783,64.1
VIL029784,243.7
VIL029785,14.3
VIL029786,106.4
VIL029787,146.2
VIL029788,21.9
VIL029789,121.2
VIL029790,123.4
VIL029791,91.3
VIL029792,56.8
VIL029793,60.4
VIL029794,95.9
VIL029795,112.7
VIL029796,37.1
VIL029797,184.1
VIL029798,68.9
VIL029799,95.3
VIL029800,118.2
VIL029801,109.2
VIL029802,139.4
VIL029803,196.1
VIL029804,69.5
VIL029805,232.7
VIL029806,226.0
VIL029807,203.5
VIL029808,96.7
VIL029809,195.8
VIL029810,104.4
VIL029811,118.0
VIL029812,88.3
VIL029813,78.2
VIL029814,128.6
VIL029815,41.1
VIL029816,139.1
VIL029817,216.2
VIL029818,207.4
VIL029819,179.7
VIL029820,32.8
VIL029821,100.4
VIL029822,32.7
VIL029823,102.3
VIL029824,170.5
VIL029825,109.8
VIL029826,162.4
VIL029827,90.3
VIL029828,72.7
VIL029829,100.9
VIL029830,77.9
VIL029831,229.4
VIL029832,137.5
VIL029833,76.1
VIL029834,215.4
VIL029835,101.6
VIL029836,161.8
VIL029837,0.0
VIL029838,40.2
VIL029839,94.3
VIL029840,101.7
VIL029841,248.4
VIL029842,90.0
VIL029843,89.8
VIL029844,171.5
VIL029845,84.1
VIL029846,188.4
VIL029847,213.8
VIL029848,174.4
VIL029849,181.1
VIL029850,251.2
VIL029851,281.1
VIL029852,175.3
VIL029853,85.0
VIL029854,140.1
VIL029855,99.3
VIL029856,67.0
VIL029857,115.0
VIL029858,134.4
